PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Lalganj,SC,Uttar Pradesh,Neelam Sonkar,Bharatiya Janta Party,1661483,898655,54.1,63086,7,2014
Latur,SC,Maharashtra,Dr. Sunil Baliram Gaikwad,Bharatiya Janta Party,1682607,1057156,62.8,253395,24,2014
Lohardaga,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,1119144,651460,58.2,6489,1,2014
Lucknow,GEN,Uttar Pradesh,Raj Nath Singh,Bharatiya Janta Party,1949956,1033783,53,272749,26.4,2014
Ludhiana,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1561201,1100457,70.5,19709,1.8,2014
Machhlishahr,SC,Uttar Pradesh,Ram Charitra Nishad,Bharatiya Janta Party,1891969,997902,52.7,172155,17.3,2014
Machilipatnam,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1369311,1141065,83.3,81057,7.1,2014
Madha,GEN,Maharashtra,Mohite Patil Vijaysinh Shankarrao,Nationalist Congress Party,1727308,1079619,62.5,25344,2.3,2014
Madhepura,GEN,Bihar,Rajesh Ranjan @ Pappu Yadav,Rashtriya Janata Dal,1725578,1034799,60,56209,5.4,2014
Madhubani,GEN,Bihar,Hukm Deo Narayan Yadav,Bharatiya Janta Party,1627969,860453,52.9,20535,2.4,2014
Madurai,GEN,Tamil Nadu,R.Gopalakrishnan,All India Anna Dravida Munnetra Kazhagam,1441434,978346,67.9,197436,20.2,2014
Mahabubabad,ST,Telangana,Prof. Azmeera Seetaram Naik,Telangana Rashtra Samithi,1387343,1124370,81,34992,3.1,2014
Maharajganj,GEN,Bihar,Janardan Singh Sigriwal,Bharatiya Janta Party,1644524,846654,51.5,38415,4.5,2014
Maharajganj,GEN,Uttar Pradesh,Pankaj,Bharatiya Janta Party,1743131,1056078,60.6,240458,22.8,2014
Mahasamund,GEN,Chhattisgarh,Chandu Lal Sahu (CHANDU BHAIYA),Bharatiya Janta Party,1515747,1131209,74.6,1217,0.1,2014
Mahbubnagar,GEN,Telangana,Ap Jithender Reddy,Telangana Rashtra Samithi,1418672,1014800,71.5,2590,0.3,2014
Mahesana,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1498219,1004258,67,208891,20.8,2014
Mainpuri,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1653065,999265,60.5,364666,36.5,2014
Malappuram,GEN,Kerala,E. Ahamed,Indian Union Muslim League,1198444,853467,71.2,194739,22.8,2014
Maldaha Dakshin,GEN,West Bengal,Abu Hasem Khan Chowdhury,Indian National Congress,1347143,1092407,81.1,164111,15,2014
Maldaha Uttar,GEN,West Bengal,Mausam Noor,Indian National Congress,1425428,1162985,81.6,65705,5.6,2014
Malkajgiri,GEN,Telangana,Ch.Malla Reddy,Telugu Desam,3183325,1620397,50.9,28371,1.8,2014
Mandi,GEN,Himachal Pradesh,Ram Swaroop Sharma,Bharatiya Janta Party,1150408,726094,63.1,39856,5.5,2014
Mandla,ST,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janta Party,1824424,1218518,66.8,110469,9.1,2014
Mandsour,GEN,Madhya Pradesh,Sudhir Gupta,Bharatiya Janta Party,1626571,1161349,71.4,303649,26.1,2014
Mandya,GEN,Karnataka,C.S.Puttaraju,Janata Dal (Secular),1669262,1192638,71.5,5518,0.5,2014
Mangaldoi,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1515676,1233237,81.4,22884,1.9,2014
Mathura,GEN,Uttar Pradesh,Hema Malini,Bharatiya Janta Party,1682260,1076868,64,330743,30.7,2014
Mathurapur,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1488784,1265531,85,138436,10.9,2014
Maval,GEN,Maharashtra,Appa Alias Shrirang Chandu Barne,Shiv Sena,1953741,1174335,60.1,157397,13.4,2014
Mavelikara,SC,Kerala,Kodikunnil Suresh,Indian National Congress,1252668,889060,71,32737,3.7,2014
Mayiladuthurai,GEN,Tamil Nadu,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318,1025538,76,277050,27,2014
Mayurbhanj,ST,Orissa,Rama Chandra Hansdah,Biju Janata Dal,1327555,1053399,79.4,122866,11.7,2014
Medak,GEN,Telangana,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715,1191096,77.5,397029,33.3,2014
Medinipur,GEN,West Bengal,Sandhya Roy,All India Trinamool Congress,1499673,1260032,84,184666,14.7,2014
Meerut,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1764388,1113384,63.1,232326,20.9,2014
Mirzapur,GEN,Uttar Pradesh,Anupriya Singh Patel,Apna Dal,1720661,1007627,58.6,219079,21.7,2014
Misrikh,SC,Uttar Pradesh,Anju Bala,Bharatiya Janta Party,1725585,998314,57.9,87363,8.8,2014
Mizoram,ST,Mizoram,C. L. Ruala,Indian National Congress,702170,433201,61.7,6154,1.4,2014
Mohanlalganj,SC,Uttar Pradesh,Kaushal Kishore,Bharatiya Janta Party,1838194,1116588,60.7,145416,13,2014
Moradabad,GEN,Uttar Pradesh,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046,1127965,63.7,87504,7.8,2014
Morena,GEN,Madhya Pradesh,Anoop Mishra,Bharatiya Janta Party,1702492,854279,50.2,132981,15.6,2014
Mumbai North,GEN,Maharashtra,Gopal Chinayya Shetty,Bharatiya Janta Party,1783870,946562,53.1,446582,47.2,2014
Mumbai North Central,GEN,Maharashtra,Poonam Mahajan Alias Poonam Vajendla Rao,Bharatiya Janta Party,1738894,845292,48.6,186771,22.1,2014
Mumbai North East,GEN,Maharashtra,Kirit Somaiya,Bharatiya Janta Party,1668357,861761,51.7,317122,36.8,2014
Mumbai North West,GEN,Maharashtra,Gajanan Chandrakant Kirtikar,Shiv Sena,1775428,895517,50.4,183028,20.4,2014
Mumbai South,GEN,Maharashtra,Arvind Sawant,Shiv Sena,1485846,780715,52.5,128148,16.4,2014
Mumbai South Central,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,1447885,769060,53.1,138342,18,2014
Munger,GEN,Bihar,Veena Devi,Lok Jan Shakti Party,1696546,914350,53.9,109084,11.9,2014
Murshidabad,GEN,West Bengal,Badaruddoza Khan,Communist Party Of India (Marxist),1512098,1287763,85.2,18453,1.4,2014
Muzaffarnagar,GEN,Uttar Pradesh,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483,1107434,69.7,401150,36.2,2014
Muzaffarpur,GEN,Bihar,Ajay Nishad,Bharatiya Janta Party,1551363,948887,61.2,222422,23.4,2014
Mysore,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1723134,1159594,67.3,31608,2.7,2014
Nabarangpur,ST,Orissa,Balabhadra Majhi,Biju Janata Dal,1297210,1022172,78.8,2042,0.2,2014
Nagaland,ST,Nagaland,Neiphiu Rio,Naga Peoples Front,1182948,1038910,87.8,400225,38.5,2014
Nagapattinam,SC,Tamil Nadu,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626,942202,77.8,106079,11.3,2014
Nagarkurnool,SC,Telangana,Yellaiah Nandi,Indian National Congress,1477338,1108968,75.1,16676,1.5,2014
Nagaur,GEN,Rajasthan,C R Choudhary,Bharatiya Janta Party,1678662,1004019,59.8,75218,7.5,2014
Nagina,SC,Uttar Pradesh,Yashwant Singh,Bharatiya Janta Party,1493411,942196,63.1,92390,9.8,2014
Nagpur,GEN,Maharashtra,Gadkari Nitin Jairam,Bharatiya Janta Party,1900787,1085058,57.1,284828,26.3,2014
Nainital-Udhamsingh Nagar,GEN,Uttarakhand,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810,1101435,68.4,284717,25.8,2014
Nalanda,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1951967,921761,47.2,9627,1,2014
Nalgonda,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580,1189399,79.5,193156,16.2,2014
Namakkal,GEN,Tamil Nadu,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552,1058755,79.6,294374,27.8,2014
Nanded,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057,1013350,60.1,81455,8,2014
Nandurbar,ST,Maharashtra,Dr.Gavit Heena Vaijaykumar,Bharatiya Janta Party,1672715,1116676,66.8,106905,9.6,2014
Nandyal,GEN,Andhra Pradesh,S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128,1204956,76.4,105766,8.8,2014
Narasaraopet,GEN,Andhra Pradesh,Sambasiva Rao Rayapati,Telugu Desam,1514861,1282058,84.6,35280,2.8,2014
Narsapuram,GEN,Andhra Pradesh,Gokaraju Ganga Raju,Bharatiya Janta Party,1325143,1088951,82.2,85351,7.8,2014
Nashik,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1593237,937405,58.8,187336,20,2014
Navsari,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1764622,1160747,65.8,558116,48.1,2014
Nawada,GEN,Bihar,Giriraj Singh,Bharatiya Janta Party,1675789,884441,52.8,140157,15.8,2014
Nellore,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140,1187648,73.9,13478,1.1,2014
New Delhi,GEN,Delhi,Meenakashi Lekhi,Bharatiya Janta Party,1490147,969812,65.1,162708,16.8,2014
Nilgiris,SC,Tamil Nadu,"Gopalakrishnan, C.",All India Anna Dravida Munnetra Kazhagam,1269163,933076,73.5,104940,11.2,2014
Nizamabad,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193,1033924,69.1,167184,16.2,2014
North East Delhi,GEN,Delhi,Manoj Tiwari,Bharatiya Janta Party,1957707,1317338,67.3,144084,10.9,2014
North Goa,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,515441,406631,78.9,105599,26,2014
North West Delhi,SC,Delhi,Udit Raj,Bharatiya Janta Party,2194425,1356036,61.8,106802,7.9,2014
Nowgong,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1523881,1230074,80.7,143559,11.7,2014
Ongole,GEN,Andhra Pradesh,Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483,1208225,82.2,15658,1.3,2014
Osmanabad,GEN,Maharashtra,Gaikwad Ravindra Vishwanath,Shiv Sena,1726793,1118151,64.8,234325,21,2014
Outer Manipur,ST,Manipur,Thangso Baite,Indian National Congress,918966,771766,84,15637,2,2014
Palakkad,GEN,Kerala,M B Rajesh,Communist Party Of India (Marxist),1208758,910322,75.3,105300,11.6,2014
Palamau,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1645957,977323,59.4,263942,27,2014
Palghar,ST,Maharashtra,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077,992618,62.9,239520,24.1,2014
Pali,GEN,Rajasthan,P P Choudhary,Bharatiya Janta Party,1893030,1095587,57.9,399039,36.4,2014
Panchmahal,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667,933461,59.2,170596,18.3,2014
Parbhani,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1803792,1162233,64.4,127155,10.9,2014
Paschim Champaran,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1413073,854800,60.5,110254,12.9,2014
Pataliputra,GEN,Bihar,Ram Kripal Yadav,Bharatiya Janta Party,1736074,978649,56.4,40322,4.1,2014
Patan,GEN,Gujarat,Liladharbhai Khodaji Vaghela,Bharatiya Janta Party,1628641,955799,58.7,138719,14.5,2014
Pathanamthitta,GEN,Kerala,Anto Antony,Indian National Congress,1323906,869452,65.7,56191,6.5,2014
Patiala,GEN,Punjab,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273,1120933,70.9,20942,1.9,2014
Patna Sahib,GEN,Bihar,Shatrughana Sinha,Bharatiya Janta Party,1946249,882262,45.3,265805,30.1,2014
Peddapalli,SC,Telangana,Balka Suman,Telangana Rashtra Samithi,1425361,1022184,71.7,291158,28.5,2014
Perambalur,GEN,Tamil Nadu,"Marutharajaa, R.P.",All India Anna Dravida Munnetra Kazhagam,1285434,1030826,80.2,213048,20.7,2014
Phulpur,GEN,Uttar Pradesh,Keshav Prasad Maurya,Bharatiya Janta Party,1913274,960341,50.2,308308,32.1,2014
Pilibhit,GEN,Uttar Pradesh,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151,1050547,62.9,307052,29.2,2014
Pollachi,GEN,Tamil Nadu,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505,1012667,73.3,140974,13.9,2014
Pondicherry,GEN,Pondicherry,R. Radhakrishnan,All India N.R. Congress,901357,740017,82.1,60854,8.2,2014
Ponnani,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1180789,871592,73.8,25410,2.9,2014
Porbandar,GEN,Gujarat,Radadiya Vithalbhai Hansrajbhai,Bharatiya Janta Party,1539223,809433,52.6,267971,33.1,2014
Pratapgarh,GEN,Uttar Pradesh,Kuwar Harivansh Singh,Apna Dal,1716625,894456,52.1,168222,18.8,2014
Pune,GEN,Maharashtra,Anil Shirole,Bharatiya Janta Party,1835836,993274,54.1,315769,31.8,2014
Puri,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1404581,1039389,74,263361,25.3,2014
Purnia,GEN,Bihar,Santosh Kumar,Janata Dal (United),1582967,1017732,64.3,116669,11.5,2014
Purulia,GEN,West Bengal,Dr. Mriganka Mahato,All India Trinamool Congress,1471933,1204675,81.8,153877,12.8,2014
Purvi Champaran,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1452963,822671,56.6,192163,23.4,2014
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1594954,825136,51.7,352713,42.7,2014
Raichur,ST,Karnataka,B.V.Nayak,Indian National Congress,1661606,968889,58.3,1499,0.2,2014
Raigad,GEN,Maharashtra,Anant Geete,Shiv Sena,1532781,987766,64.4,2110,0.2,2014
Raiganj,GEN,West Bengal,Md. Salim,Communist Party Of India (Marxist),1387526,1108193,79.9,1634,0.1,2014
Raigarh,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1605824,1246186,77.6,216750,17.4,2014
Raipur,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1904230,1250845,65.7,171646,13.7,2014
Rajahmundry,GEN,Andhra Pradesh,Murali Mohan Maganti,Telugu Desam,1421288,1154381,81.2,167434,14.5,2014
Rajampet,GEN,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1487498,1158317,77.9,174762,15.1,2014
Rajgarh,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1578748,1010724,64,228737,22.6,2014
Rajkot,GEN,Gujarat,Kundariya Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1655717,1057069,63.8,246428,23.3,2014
Rajmahal,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1353172,951563,70.3,41337,4.3,2014
Rajnandgaon,GEN,Chhattisgarh,Abhishek Singh,Bharatiya Janta Party,1588095,1178296,74.2,235911,20,2014
Rajsamand,GEN,Rajasthan,Hariom Singh Rathore,Bharatiya Janta Party,1699401,982119,57.8,395705,40.3,2014
Ramanathapuram,GEN,Tamil Nadu,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891,1001048,68.8,119324,11.9,2014
Rampur,GEN,Uttar Pradesh,Dr. Nepal Singh,Bharatiya Janta Party,1616984,956389,59.2,23435,2.5,2014
Ramtek,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1677245,1050316,62.6,175791,16.7,2014
Ranaghat,SC,West Bengal,Tapas Mandal,All India Trinamool Congress,1602849,1353196,84.4,201767,14.9,2014
Ranchi,GEN,Jharkhand,Ram Tahal Choudhary,Bharatiya Janta Party,1648464,1049783,63.7,199303,19,2014
Ratlam,ST,Madhya Pradesh,Dileepsingh Bhuria,Bharatiya Janta Party,1702648,1082681,63.6,108447,10,2014
Ratnagiri - Sindhudurg,GEN,Maharashtra,Vinayak Bhaurao Raut,Shiv Sena,1367361,896256,65.6,150051,16.7,2014
Raver,GEN,Maharashtra,Khadase Raksha Nikhil,Bharatiya Janta Party,1593370,1009213,63.3,318068,31.5,2014
Rewa,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1544719,830002,53.7,168726,20.3,2014
Robertsganj,SC,Uttar Pradesh,Chhotelal,Bharatiya Janta Party,1639561,885873,54,190486,21.5,2014
Rohtak,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1567504,1044331,66.6,170627,16.3,2014
Sabarkantha,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1615840,1094002,67.7,84455,7.7,2014
Sagar,GEN,Madhya Pradesh,Laxmi Narayan Yadav,Bharatiya Janta Party,1520184,891929,58.7,120737,13.5,2014
Saharanpur,GEN,Uttar Pradesh,Raghav Lakhanpal,Bharatiya Janta Party,1608833,1194308,74.2,65090,5.5,2014
Salem,GEN,Tamil Nadu,Pannerselvam.V,All India Anna Dravida Munnetra Kazhagam,1498350,1150296,76.8,267610,23.3,2014
Salempur,GEN,Uttar Pradesh,Ravindra Kushawaha,Bharatiya Janta Party,1661737,854749,51.4,232342,27.2,2014
Samastipur,SC,Bihar,Ram Chandra Paswan,Lok Jan Shakti Party,1503005,863199,57.4,6872,0.8,2014
Sambalpur,GEN,Orissa,Nagendra Kumar Pradhan,Biju Janata Dal,1297098,984309,75.9,30576,3.1,2014
Sambhal,GEN,Uttar Pradesh,Satyapal Singh,Bharatiya Janta Party,1693245,1057002,62.4,5174,0.5,2014
Sangli,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1649107,1046659,63.5,239292,22.9,2014
Sangrur,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1424743,1099467,77.2,211721,19.3,2014
Sant Kabir Nagar,GEN,Uttar Pradesh,Sharad Tripathi,Bharatiya Janta Party,1904327,1011649,53.1,97978,9.7,2014
Saran,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1538744,863254,56.1,40948,4.7,2014
Sarguja,ST,Chhattisgarh,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072,1187321,78,147236,12.4,2014
Sasaram,SC,Bihar,Chhedi Paswan,Bharatiya Janta Party,1607747,846788,52.7,63327,7.5,2014
Satara,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,Nationalist Congress Party,1719998,976681,56.8,366594,37.5,2014
Satna,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1458084,913444,62.7,8688,1,2014
Secundrabad,GEN,Telangana,Bandaru Dattatreya,Bharatiya Janta Party,1893647,1003769,53,254735,25.4,2014
Shahdol,ST,Madhya Pradesh,Dalpat Singh Paraste,Bharatiya Janta Party,1561321,968518,62,241301,24.9,2014
Shahjahanpur,SC,Uttar Pradesh,Krishna Raj,Bharatiya Janta Party,1979294,1129841,57.1,235529,20.8,2014
Sheohar,GEN,Bihar,Rama Devi,Bharatiya Janta Party,1489724,842894,56.6,136239,16.2,2014
Shillong,ST,Meghalaya,Vincent H. Pala,Indian National Congress,980740,619987,63.2,40379,6.5,2014
Shimla,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1153363,737757,64,84187,11.4,2014
Shimoga,GEN,Karnataka,B. S. Yeddyurappa,Bharatiya Janta Party,1562241,1129008,72.3,363305,32.2,2014
Shirdi,SC,Maharashtra,Lokhande Sadashiv Kisan,Shiv Sena,1459712,932645,63.9,199922,21.4,2014
Shirur,GEN,Maharashtra,Adhalrao Shivaji Dattatrey,Shiv Sena,1824112,1089506,59.7,301814,27.7,2014
Shrawasti,GEN,Uttar Pradesh,Daddan Mishra,Bharatiya Janta Party,1788080,979638,54.8,85913,8.8,2014
Sidhi,GEN,Madhya Pradesh,Riti Pathak,Bharatiya Janta Party,1736050,989396,57,108046,10.9,2014
Sikar,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1770424,1065750,60.2,239196,22.4,2014
Sikkim,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,370611,308967,83.4,41742,13.5,2014
Silchar,GEN,Assam,Sushmita Dev,Indian National Congress,1060175,799830,75.4,35241,4.4,2014
Singhbhum,ST,Jharkhand,Laxman Giluwa,Bharatiya Janta Party,1152570,795286,69,87524,11,2014
Sirsa,SC,Haryana,Charanjeet Singh Rori,Indian National Lok Dal,1660557,1279105,77,115736,9,2014
Sitamarhi,GEN,Bihar,Ram Kumar Sharma,Rashtriya Lok Samta Party,1574914,900588,57.2,147965,16.4,2014
Sitapur,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1550263,1026972,66.3,51027,5,2014
Sivaganga,GEN,Tamil Nadu,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373,1027036,72.7,229385,22.3,2014
Siwan,GEN,Bihar,Om Prakash Yadav,Bharatiya Janta Party,1563860,884021,56.5,113847,12.9,2014
Solapur,SC,Maharashtra,Sharad Bansode,Bharatiya Janta Party,1702755,951201,55.9,149674,15.7,2014
Sonipat,GEN,Haryana,Ramesh Chander,Bharatiya Janta Party,1417188,985637,69.6,77414,7.9,2014
South Delhi,GEN,Delhi,Ramesh Bidhuri,Bharatiya Janta Party,1752741,1102410,62.9,107000,9.7,2014
South Goa,GEN,Goa,Adv. Narendra Keshav Sawaikar,Bharatiya Janta Party,545336,410369,75.3,32330,7.9,2014
Srerampur,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1624038,1290433,79.5,152526,11.8,2014
Srikakulam,GEN,Andhra Pradesh,Rammohan Naidu Kinjarapu,Telugu Desam,1413989,1051446,74.4,127572,12.1,2014
Srinagar,GEN,Jammu & Kashmir,Tariq Hameed Karra,Jammu & Kashmir Peoples Democratic Party,1205233,312212,25.9,42280,13.5,2014
Sriperumbudur,GEN,Tamil Nadu,"Ramachandran, K.N. Thiru",All India Anna Dravida Munnetra Kazhagam,1946503,1286647,66.1,102646,8,2014
Sultanpur,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1703698,964981,56.6,178902,18.5,2014
Sundargarh,ST,Orissa,Jual @ Juel Oram,Bharatiya Janta Party,1410532,1010711,71.7,18829,1.9,2014
Supaul,GEN,Bihar,Ranjeet Ranjan,Indian National Congress,1525592,970528,63.6,59672,6.1,2014
Surat,GEN,Gujarat,Darshana Vikram Jardosh,Bharatiya Janta Party,1484068,947922,63.9,533190,56.2,2014
Surendranagar,GEN,Gujarat,Fatepara Devajibhai Govindbhai,Bharatiya Janta Party,1656657,944677,57,202907,21.5,2014
Tamluk,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1527273,1337684,87.6,246481,18.4,2014
Tehri Garhwal,GEN,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845,776214,57.4,192503,24.8,2014
Tenkasi,SC,Tamil Nadu,Vasanthi.M,All India Anna Dravida Munnetra Kazhagam,1382081,1017938,73.7,161774,15.9,2014
Tezpur,GEN,Assam,Ram Prasad Sarmah,Bharatiya Janta Party,1259568,980688,77.9,86020,8.8,2014
Thane,GEN,Maharashtra,Vichare Rajan Baburao,Shiv Sena,2073442,1054189,50.8,281299,26.7,2014
Thanjavur,GEN,Tamil Nadu,Parasuraman.K,All India Anna Dravida Munnetra Kazhagam,1340050,1012258,75.5,144119,14.2,2014
Theni,GEN,Tamil Nadu,"Parthipan, R.",All India Anna Dravida Munnetra Kazhagam,1441302,1075583,74.6,314532,29.2,2014
Thiruvallur,SC,Tamil Nadu,Venugopal.P.(DR),All India Anna Dravida Munnetra Kazhagam,1702833,1254440,73.7,323430,25.8,2014
Thiruvananthapuram,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1272748,873439,68.6,15470,1.8,2014
Thoothukkudi,GEN,Tamil Nadu,Jeyasingh Thiyagaraj Natterjee.J,All India Anna Dravida Munnetra Kazhagam,1310597,916778,70,124002,13.5,2014
Thrissur,GEN,Kerala,C. N. Jayadevan,Communist Party Of India,1275288,920505,72.2,38227,4.2,2014
Tikamgarh,SC,Madhya Pradesh,Dr. Virendra Kumar,Bharatiya Janta Party,1529003,766321,50.1,208731,27.2,2014
Tiruchirappalli,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140,988250,71.2,150476,15.2,2014
Tirunelveli,GEN,Tamil Nadu,Prabakaran.K.R.P,All India Anna Dravida Munnetra Kazhagam,1420435,962330,67.8,126099,13.1,2014
Tirupati,SC,Andhra Pradesh,Varaprasad Rao Velagapalli,Yuvajana Sramika Rythu Congress Party,1574544,1213064,77,37425,3.1,2014
Tiruppur,GEN,Tamil Nadu,V.Sathyabama,All India Anna Dravida Munnetra Kazhagam,1375589,1050190,76.3,179315,17.1,2014
Tiruvannamalai,GEN,Tamil Nadu,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966,1067447,78.9,168606,15.8,2014
Tonk-Sawai Madhopur,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775,1043040,61,135311,13,2014
Tripura East,ST,Tripura,Jitendra Choudhury,Communist Party Of India (Marxist),1140269,951110,83.4,484358,50.9,2014
Tripura West,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (Marxist),1248550,1072749,85.9,503486,46.9,2014
Tumkur,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518,1101484,72.5,74041,6.7,2014
Tura,ST,Meghalaya,Purno Agitok Sangma,National People's Party,586501,458071,78.1,39716,8.7,2014
Udaipur,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,1817940,1193202,65.6,236762,19.8,2014
Udhampur,GEN,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244,1041758,69.9,60976,5.9,2014
Udupi Chikmagalur,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1387295,1034108,74.5,181643,17.6,2014
Ujiarpur,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1428445,858920,60.1,60469,7,2014
Ujjain,SC,Madhya Pradesh,Prof. Chintamani Malviya,Bharatiya Janta Party,1525481,1016405,66.6,309663,30.5,2014
Uluberia,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1448632,1186027,81.9,201222,17,2014
Unnao,GEN,Uttar Pradesh,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392,1201603,55.5,310173,25.8,2014
Uttara Kannada,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1450599,1001038,69,140700,14.1,2014
Vadakara,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504,959342,81.1,3306,0.3,2014
Vadodara,GEN,Gujarat,Narendra Modi,Bharatiya Janta Party,1638321,1161577,70.9,570128,49.1,2014
Vaishali,GEN,Bihar,Rama Kishore Singh,Lok Jan Shakti Party,1587202,925937,58.3,99267,10.7,2014
Valmiki Nagar,GEN,Bihar,Satish Chandra Dubey,Bharatiya Janta Party,1456576,900114,61.8,117793,13.1,2014
Valsad,ST,Gujarat,Dr. K.C.Patel,Bharatiya Janta Party,1512061,1122203,74.2,208004,18.5,2014
Varanasi,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1767486,1030685,58.3,371784,36.1,2014
Vellore,GEN,Tamil Nadu,"Senguttuvan, B.",All India Anna Dravida Munnetra Kazhagam,1312251,974770,74.3,59393,6.1,2014
