PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Kottayam,GEN,Kerala,K. Suresh Kurup,Communist Party Of India (Marxist),963886,703486,73,42914,6.1,2004
Krishnagar,GEN,West Bengal,Jyotirmoyee Sikdar,Communist Party Of India (Marxist),1117441,924304,82.7,20387,2.2,2004
Krishnagiri,GEN,Tamil Nadu,Sugavanam. E. G,Dravida Munetra Kazhagam,1252580,737744,58.9,119222,16.2,2004
Kurnool,GEN,Andhra Pradesh,Kotla Jayasurya Prakasha Reddy,Indian National Congress,1310724,818316,62.4,101098,12.4,2004
Kurukshetra,GEN,Haryana,Naveen Jindal,Indian National Congress,1161933,850680,73.2,160190,18.8,2004
Kutch,SC,Gujarat,Gadhavi Pushpadan Shambhudan,Bharatiya Janta Party,1006563,458980,45.6,28990,6.3,2004
Ladakh,GEN,Jammu & Kashmir,Thupstan Chhewang,Independent,175768,127813,72.7,25713,20.1,2004
Lakhimpur,GEN,Assam,Dr. Arun Kumar Sarmah,Asom Gana Parisad,1126632,800101,71,28148,3.5,2004
Lakshadweep,ST,Lakshadweep,Dr. P. Pookunhikoya,Janata Dal (United),39033,31820,81.5,71,0.2,2004
Lalganj,GEN,Uttar Pradesh,Daroga Prasad Saroj,Samajwadi Party,1558349,763526,49,42731,5.6,2004
Latur,GEN,Maharashtra,Patil Rupatai Diliprao Nilangekar,Bharatiya Janta Party,1293202,820746,63.5,30891,3.8,2004
Lohardaga,ST,Jharkhand,Rameshwar Oraon,Indian National Congress,906666,467336,51.5,90255,19.3,2004
Lucknow,SC,Uttar Pradesh,Atal Bihari Vajpayee,Bharatiya Janta Party,1639922,578501,35.3,218375,37.7,2004
Ludhiana,SC,Punjab,Sharanjit Singh Dhillon,Shiromani Akali Dal,1560468,869922,55.8,29540,3.4,2004
Machhlishahr,GEN,Uttar Pradesh,Umakant Yadav,Bahujan Samaj Party,1474056,676977,45.9,55382,8.2,2004
Machilipatnam,GEN,Andhra Pradesh,Badiga Ramakrishna,Indian National Congress,993370,752413,75.7,50341,6.7,2004
Madhepura,SC,Bihar,Lalu Prasad,Rashtriya Janata Dal,1187490,695657,58.6,69987,10.1,2004
Madhubani,GEN,Bihar,Dr. Shakeel Ahmad,Indian National Congress,1257633,695136,55.3,87079,12.5,2004
Madras Central,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,1045260,512784,49.1,134178,26.2,2004
Madras North,SC,Tamil Nadu,Kuppusami. C,Dravida Munetra Kazhagam,2000866,915786,45.8,253539,27.7,2004
Madras South,GEN,Tamil Nadu,"Baalu, T. R.",Dravida Munetra Kazhagam,1949904,934936,48,220740,23.6,2004
Madurai,GEN,Tamil Nadu,"Mohan, P.",Communist Party Of India (Marxist),1344023,738136,54.9,132840,18,2004
Mahabubnagar,GEN,Andhra Pradesh,Devarakonda Vittal Rao,Indian National Congress,1365922,866243,63.4,47907,5.5,2004
Maharajganj,GEN,Uttar Pradesh,Pankaj Choudhary,Bharatiya Janta Party,1311205,746614,56.9,64799,8.7,2004
Maharajganj,GEN,Bihar,Prabhunath Singh,Janata Dal (United),1114665,664381,59.6,46465,7,2004
Mahasamund,GEN,Chhattisgarh,Ajit Jogi,Indian National Congress,1169419,770599,65.9,118505,15.4,2004
Mahendragarh,GEN,Haryana,Inderjit Singh,Indian National Congress,1429015,848852,59.4,210341,24.8,2004
Mainpuri,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1211002,719797,59.4,337870,46.9,2004
Malda,GEN,West Bengal,A. B. A. Ghani Khan Choudhury,Indian National Congress,1088411,844032,77.6,111108,13.2,2004
Malegaon,GEN,Maharashtra,Harischandra Devram Chavan,Bharatiya Janta Party,1222363,590436,48.3,4528,0.8,2004
Mandi,GEN,Himachal Pradesh,Pratibha Singh,Indian National Congress,1065083,665196,62.5,66566,10,2004
Mandla,GEN,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janta Party,1095134,588178,53.7,64897,11,2004
Mandsaur,ST,Madhya Pradesh,Dr Laxminarayan Pandeya,Bharatiya Janta Party,1373890,776188,56.5,139633,18,2004
Mandvi,GEN,Gujarat,Chaudhary Tusharbhai Amarsinhbhai,Indian National Congress,1149161,644719,56.1,173382,26.9,2004
Mandya,GEN,Karnataka,Ambareesh M. H.,Indian National Congress,1198750,856067,71.4,124438,14.5,2004
Mangaldoi,GEN,Assam,Narayan Chandra Borkataky,Bharatiya Janta Party,1209839,848741,70.2,29866,3.5,2004
Mangalore,GEN,Karnataka,D. V. Sadananda Gowda,Bharatiya Janta Party,1101484,790204,71.7,33415,4.2,2004
Manjeri,GEN,Kerala,T. K. Hamza,Communist Party Of India (Marxist),1262202,904535,71.7,47743,5.3,2004
Mathura,GEN,Uttar Pradesh,Manvendra Singh,Indian National Congress,1277346,601855,47.1,38132,6.3,2004
Mathurapur,GEN,West Bengal,Basudeb Barman,Communist Party Of India (Marxist),1113351,905415,81.3,82028,9.1,2004
Mavelikara,SC,Kerala,C. S. Sujatha,Communist Party Of India (Marxist),871592,642816,73.8,7414,1.2,2004
Mayiladuturai,SC,Tamil Nadu,Mani Shankar Aiyar,Indian National Congress,1022018,693551,67.9,195691,28.2,2004
Mayurbhanj,GEN,Orissa,Sudam Marndi,Jharkhand Mukti Morcha,990544,695815,70.3,7972,1.1,2004
Medak,GEN,Andhra Pradesh,A. Narendra,Telangana Rashtra Samithi,1259126,899374,71.4,123766,13.8,2004
Meerut,GEN,Uttar Pradesh,Mohd. Shahid,Bahujan Samaj Party,1329974,697471,52.4,69336,9.9,2004
Mehsana,GEN,Gujarat,Jivabhai Ambalal Patel,Indian National Congress,1236066,695357,56.3,14511,2.1,2004
Midnapore,GEN,West Bengal,Prabodh Panda,Communist Party Of India,1152887,905208,78.5,160760,17.8,2004
Miryalguda,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1289342,961408,74.6,216907,22.6,2004
Mirzapur,SC,Uttar Pradesh,Narendra Kumar Kushwaha,Bahujan Samaj Party,1630287,728003,44.7,36412,5,2004
Misrikh,SC,Uttar Pradesh,Ashok Kumar Rawat,Bahujan Samaj Party,1234107,551699,44.7,19403,3.5,2004
Mizoram,ST,Mizoram,Vanlalzawma,Mizo National Front,549959,345372,62.8,23694,6.9,2004
Mohanlalganj,GEN,Uttar Pradesh,Jai Prakash,Samajwadi Party,1278376,571848,44.7,2568,0.4,2004
Monghyr,GEN,Bihar,Jay Prakash Narayan Yadav,Rashtriya Janata Dal,1310042,838209,64,115927,13.8,2004
Moradabad,GEN,Uttar Pradesh,Dr. Shafiqurrahman Barq,Samajwadi Party,1353266,655173,48.4,35840,5.5,2004
Morena,GEN,Madhya Pradesh,Ashok Chhaviram Argal,Bharatiya Janta Party,1434889,486871,33.9,147320,30.3,2004
Mormugao,GEN,Goa,Alemao Churchil Braz,Indian National Congress,515504,297186,57.7,50524,17,2004
Motihari,GEN,Bihar,Akhiles Prasad Singh,Rashtriya Janata Dal,1221716,679070,55.6,97024,14.3,2004
Mukundapuram,GEN,Kerala,Lonappan Nambadan,Communist Party Of India (Marxist),1024150,721958,70.5,117097,16.2,2004
Mumbai North,SC,Maharashtra,Govinda,Indian National Congress,2377866,1119246,47.1,48271,4.3,2004
Mumbai North Central,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1117487,514561,46.1,13329,2.6,2004
Mumbai North East,SC,Maharashtra,Ad. Kamat Gurudas Vasant,Indian National Congress,1974560,925623,46.9,99400,10.7,2004
Mumbai North West,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1515745,747677,49.3,47358,6.3,2004
Mumbai South,GEN,Maharashtra,Milind Murli Deora,Indian National Congress,620431,274343,44.2,10246,3.7,2004
Mumbai South Central,GEN,Maharashtra,Mohan Rawale,Shiv Sena,704452,347937,49.4,22188,6.4,2004
Murshidabad,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1197170,1003469,83.8,15480,1.5,2004
Muvattupuzha,GEN,Kerala,P. C. Thomas (PULLOLIL),Indian Federal Democratic Party,984053,744192,75.6,529,0.1,2004
Muzaffarnagar,GEN,Uttar Pradesh,Ch. Munawwar Hasan,Samajwadi Party,1521778,862387,56.7,69005,8,2004
Muzaffarpur,GEN,Bihar,George Fernandes,Janata Dal (United),1237345,783974,63.4,9693,1.2,2004
Mysore,GEN,Karnataka,C. H. Vijayashankar,Bharatiya Janta Party,1478718,957108,64.7,10150,1.1,2004
Nabadwip,GEN,West Bengal,Alakesh Das,Communist Party Of India (Marxist),1389486,1171667,84.3,9991,0.9,2004
Nagaland,ST,Nagaland,W. Wangyuh,Nagaland Peoples Front,1041433,951684,91.4,452019,47.5,2004
Nagapattinam,GEN,Tamil Nadu,"Vijayan, A. K. S.",Dravida Munetra Kazhagam,1049004,749483,71.5,216223,28.8,2004
Nagarkurnool,SC,Andhra Pradesh,Dr.Manda Jagannath,Telugu Desam,1296544,882624,68.1,99650,11.3,2004
Nagaur,GEN,Rajasthan,Bhanwar Singh Dangawas,Bharatiya Janta Party,1436070,630118,43.9,70627,11.2,2004
Nagercoil,GEN,Tamil Nadu,Bellarmin. A. V.,Communist Party Of India (Marxist),1110014,670197,60.4,164294,24.5,2004
Nagpur,GEN,Maharashtra,Vilasrao Baburaoji Muttemwar,Indian National Congress,1630894,792180,48.6,99483,12.6,2004
Nainital,GEN,Uttarakhand,K. C. Singh Baba,Indian National Congress,1261688,616560,48.9,49184,8,2004
Nalanda,GEN,Bihar,Nitish Kumar,Janata Dal (United),1311971,895089,68.2,102396,11.4,2004
Nalgonda,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,1605163,1046908,65.2,56151,5.4,2004
Nanded,GEN,Maharashtra,D. B. Patil,Bharatiya Janta Party,1445611,798771,55.3,24335,3,2004
Nandurbar,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1218524,639614,52.5,107621,16.8,2004
Nandyal,GEN,Andhra Pradesh,S. P. Y. Reddy,Indian National Congress,1182240,828724,70.1,111679,13.5,2004
Narasapur,GEN,Andhra Pradesh,Chegondi Venkata Harirama Jogaiah,Indian National Congress,996175,765772,76.9,64412,8.4,2004
Narasaraopet,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1255040,897889,71.5,86255,9.6,2004
Nashik,ST,Maharashtra,Pingale Devidas Anandrao,Nationalist Congress Party,1522672,656071,43.1,15058,2.3,2004
Nawada,GEN,Bihar,Virchandra Paswan,Rashtriya Janata Dal,1505472,1009961,67.1,56006,5.5,2004
Nellore,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1153181,833825,72.3,128224,15.4,2004
New Delhi,GEN,Delhi,Ajay Makan,Indian National Congress,455114,202926,44.6,12784,6.3,2004
Nilgiris,GEN,Tamil Nadu,Prabhu R.,Indian National Congress,1317502,778708,59.1,236502,30.4,2004
Nizamabad,GEN,Andhra Pradesh,Madhu Yakshi Goud,Indian National Congress,1128312,781638,69.3,137871,17.6,2004
Nowgong,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1149244,785885,68.4,31412,4,2004
Nowrangpur,GEN,Orissa,Parsuram Majhi,Bharatiya Janta Party,1161159,781346,67.3,24890,3.2,2004
Ongole,GEN,Andhra Pradesh,Sreenivasulu Reddy Magunta,Indian National Congress,1063995,795544,74.8,106021,13.3,2004
Osmanabad,GEN,Maharashtra,Narhire Kalpana Ramesh,Shiv Sena,1072645,637182,59.4,1649,0.3,2004
Ottapalam,GEN,Kerala,S. Ajaya Kumar,Communist Party Of India (Marxist),1092142,805485,73.8,70410,8.7,2004
Outer Delhi,GEN,Delhi,Sajjan Kumar,Indian National Congress,3368399,1553813,46.1,223790,14.4,2004
Outer Manipur,ST,Manipur,Mani Charenamei,Independent,795792,618984,77.8,82193,13.3,2004
Padrauna,GEN,Uttar Pradesh,Baleshwar Yadav,National Loktantrik Party,1501706,790041,52.6,8422,1.1,2004
Palamau,SC,Jharkhand,Manoj Kumar,Rashtriya Janata Dal,1289313,641524,49.8,55144,8.6,2004
Palani,GEN,Tamil Nadu,"Kharventhan, S. K.",Indian National Congress,1088931,693929,63.7,231493,33.4,2004
Palghat,GEN,Kerala,N. N. Krishnadas,Communist Party Of India (Marxist),1113144,818860,73.6,98158,12,2004
Pali,GEN,Rajasthan,Pusp Jain,Bharatiya Janta Party,1195737,541923,45.3,63238,11.7,2004
Panaji,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,425663,253904,59.7,56213,22.1,2004
Pandharpur,SC,Maharashtra,Athawale Ramdas Bandu,Republican Party Of India (A),1294407,688282,53.2,99693,14.5,2004
Panskura,SC,West Bengal,Gurudas Das Gupta,Communist Party Of India,1061186,871449,82.1,279478,32.1,2004
Parbhani,GEN,Maharashtra,Tukaram Ganpatrao Renge Patil,Shiv Sena,1155668,675417,58.4,56171,8.3,2004
Parvathipuram,ST,Andhra Pradesh,Kishore Chandra Suryanarayana Deo Vyricherla,Indian National Congress,896336,660212,73.7,7418,1.1,2004
Patan,GEN,Gujarat,Kanodia Maheshkumar Mithabhai,Bharatiya Janta Party,1132998,538059,47.5,23624,4.4,2004
Patiala,SC,Punjab,Preneet Kaur,Indian National Congress,1427103,874971,61.3,23667,2.7,2004
Patna,GEN,Bihar,Ram Kripal Yadav,Rashtriya Janata Dal,1741220,901556,51.8,38562,4.3,2004
Peddapalli,SC,Andhra Pradesh,G. Venkat Swamy,Indian National Congress,1386543,938802,67.7,263135,28,2004
Perambalur,GEN,Tamil Nadu,"Raja, A.",Dravida Munetra Kazhagam,999508,705964,70.6,153333,21.7,2004
Periyakulam,GEN,Tamil Nadu,Aaron Rashid J. M.,Indian National Congress,1056853,697773,66,21155,3,2004
Phillaur,SC,Punjab,Charanjit Singh Atwal,Shiromani Akali Dal,1181507,722533,61.2,98884,13.7,2004
Phulbani,GEN,Orissa,Sugrib Singh,Biju Janata Dal,1183731,787239,66.5,19272,2.4,2004
Phulpur,GEN,Uttar Pradesh,Atique Ahamad,Samajwadi Party,1409517,755173,53.6,64347,8.5,2004
Pilibhit,GEN,Uttar Pradesh,Maneka Gandhi,Bharatiya Janta Party,1285919,677095,52.7,102720,15.2,2004
Pollachi,GEN,Tamil Nadu,"Krishnan, Dr. C",Marumalarchi Dravida Munnetra Kazhagam,1039279,641158,61.7,120921,18.9,2004
Pondicherry,GEN,Pondicherry,Ramadass. M.,Pattali Makkal Katchi,636667,484316,76.1,69181,14.3,2004
Ponnani,GEN,Kerala,E. Ahammed,Muslim League Kerala State Committee,1172057,729438,62.2,102758,14.1,2004
Porbandar,GEN,Gujarat,Patel Harilal Madhavjibhai (HARIBHAI PATEL),Bharatiya Janta Party,995027,490331,49.3,5703,1.2,2004
Pratapgarh,GEN,Uttar Pradesh,"Akshay Pratap Singh ""gopal Ji""",Samajwadi Party,1332216,572666,43,69272,12.1,2004
Pudukkottai,GEN,Tamil Nadu,"Regupathy, S.",Dravida Munetra Kazhagam,1234949,817046,66.2,156496,19.2,2004
Pune,SC,Maharashtra,Kalmadi Suresh,Indian National Congress,1608614,768826,47.8,73176,9.5,2004
Puri,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,1288034,888907,69,60960,6.9,2004
Purnea,GEN,Bihar,Uday Singh Alias Pappu Singh,Bharatiya Janta Party,1179491,709015,60.1,12883,1.8,2004
Purulia,GEN,West Bengal,Bir Singh Mahato,All India Forward Bloc,992438,694449,70,145718,21,2004
Quilon,GEN,Kerala,P. Rajendran,Communist Party Of India (Marxist),1031593,702390,68.1,111071,15.8,2004
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1329169,643560,48.4,249765,38.8,2004
Raichur,GEN,Karnataka,A.Venkatesh Naik,Indian National Congress,1413018,824732,58.4,508,0.1,2004
Raiganj,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,1147290,913637,79.6,39147,4.3,2004
Raigarh,ST,Chhattisgarh,Vishnudeo Sai,Bharatiya Janta Party,1038634,648290,62.4,74243,11.5,2004
Raipur,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1370242,689427,50.3,129519,18.8,2004
Rajahmundry,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1074223,815493,75.9,148820,18.2,2004
Rajampet,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,991369,688887,69.5,78085,11.3,2004
Rajapur,ST,Maharashtra,Suresh Prabhu,Shiv Sena,835714,480243,57.5,80899,16.8,2004
Rajgarh,SC,Madhya Pradesh,Lakshman Singh,Bharatiya Janta Party,1278429,598956,46.9,36712,6.1,2004
Rajkot,GEN,Gujarat,Dr. Kathiria Vallabhbhai Ramjibhai,Bharatiya Janta Party,1650135,538380,32.6,143970,26.7,2004
